,Company,TypeName,Inches,Ram(GB),OpSys,Weight(Kg),Price_euros,MemorySSD(GB),MemoryHDD(GB),MemoryFlash(GB),MemoryHybrid(GB),CPU_Company,CPU_Version,CPU_Speed(GHz),GPU_Company,GPU_Version,ScreenResolution_Type,ScreenResolution_Width,ScreenResolution_High
878,Dell,Notebook,15.6,4,Windows 10,2.18,912.5,128.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 940MX,Full HD,1920,1080
879,HP,Notebook,15.6,4,Windows 10,2.04,839.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
880,HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,1700.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
881,HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,684.8,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Touchscreen,1366,768
882,Asus,Notebook,14.1,4,Windows 10,1.65,348.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
883,Lenovo,Notebook,15.6,8,Windows 10,2.2,669.0,0.0,1024.0,0.0,0.0,Intel,Core i7 6500U,2.5,Nvidia,GeForce 940MX,IPS Panel Full HD,1920,1080
884,Dell,Notebook,15.6,4,Windows 10,2.2,369.0,0.0,500.0,0.0,0.0,Intel,Pentium Quad Core N3710,1.6,Intel,HD Graphics,Unknown,1366,768
885,HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,1799.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
886,Dell,Notebook,15.6,4,Linux,2.18,455.7,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M420X,Unknown,1366,768
887,Asus,Gaming,17.3,12,Windows 10,2.2,1369.9,128.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
888,Acer,Netbook,11.6,4,Chrome OS,1.25,297.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,IPS Panel,1366,768
889,Lenovo,Notebook,17.3,4,Windows 10,2.8,379.0,0.0,500.0,0.0,0.0,AMD,A4-Series 7210,2.2,AMD,Radeon R3,Unknown,1600,900
890,HP,Notebook,14.0,4,Windows 10,1.95,1265.0,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
891,HP,2 in 1 Convertible,13.3,16,Windows 10,1.42,1399.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Quad HD+ / Touchscreen,3200,1800
892,Samsung,Ultrabook,15.0,8,Windows 10,1.17,1699.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
893,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1799.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
894,MSI,Gaming,17.3,16,Windows 10,2.43,2649.0,512.0,2048.0,0.0,0.0,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 1060,IPS Panel 4K Ultra HD,3840,2160
895,Toshiba,Notebook,13.3,8,Windows 10,1.05,1475.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
896,Dell,Gaming,15.6,8,Linux,2.62,929.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050Ti,Full HD,1920,1080
897,HP,Notebook,15.6,8,Windows 10,2.04,900.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 930MX,Full HD,1920,1080
898,Dell,Notebook,15.6,4,Windows 10,2.18,614.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M420X,Unknown,1366,768
899,Dell,Notebook,15.6,8,Windows 10,1.9,935.0,0.0,500.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,Full HD,1920,1080
900,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,2013.1,512.0,0.0,0.0,0.0,Intel,Core i7 7Y75,1.3,Intel,HD Graphics 615,Quad HD+ / Touchscreen,3200,1800
901,Asus,Gaming,17.3,32,Windows 10,3.58,1279.0,512.0,0.0,0.0,0.0,Intel,Core i7 6820HK,2.7,Nvidia,GeForce GTX 980M,IPS Panel Full HD,1920,1080
902,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,1649.0,256.0,0.0,0.0,0.0,Intel,Core i7 7Y75,1.3,Intel,HD Graphics 615,Full HD / Touchscreen,1920,1080
903,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2049.0,0.0,0.0,256.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
904,Lenovo,Notebook,15.6,8,Windows 10,1.95,1962.99,512.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
905,LG,Ultrabook,15.6,16,Windows 10,1.08,2099.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
906,HP,Netbook,12.5,8,Windows 10,1.26,1483.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
907,Acer,Notebook,15.6,4,Chrome OS,2.2,359.0,0.0,0.0,16.0,0.0,Intel,Celeron Dual Core 3205U,1.5,Intel,HD Graphics,IPS Panel Full HD,1920,1080
908,Lenovo,Notebook,15.6,8,Windows 10,2.6,789.0,128.0,1024.0,0.0,0.0,Intel,Core i5 6300HQ,2.3,Nvidia,GeForce GTX 960M,IPS Panel Full HD,1920,1080
909,LG,Ultrabook,14.0,8,Windows 10,0.98,1899.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
910,Dell,Notebook,14.0,8,Windows 10,1.6,1205.0,256.0,0.0,0.0,0.0,Intel,Core i5 7440HQ,2.8,Intel,HD Graphics 620,Full HD,1920,1080
911,HP,Ultrabook,12.5,8,Windows 10,1.09,3100.0,240.0,0.0,0.0,0.0,Intel,Core M 6Y75,1.2,Intel,HD Graphics 515,4K Ultra HD / Touchscreen,3840,2160
912,Lenovo,Notebook,15.6,6,Windows 10,2.2,789.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,Full HD,1920,1080
913,HP,Notebook,15.6,8,Windows 10,2.04,1018.99,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 930MX,Full HD,1920,1080
914,Acer,Notebook,15.6,4,Windows 10,2.4,499.0,0.0,1024.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Full HD,1920,1080
915,Lenovo,Notebook,13.3,4,Windows 10,1.44,881.0,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
916,HP,Notebook,13.3,8,Windows 10,1.49,960.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
917,MSI,Gaming,17.3,16,Windows 10,2.7,1599.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
918,Dell,Gaming,15.6,16,Windows 10,2.6,1349.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
919,MSI,Gaming,15.6,8,Windows 10,2.2,1119.91,128.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
920,Dell,Notebook,15.6,4,Windows 10,2.18,684.99,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,Radeon R5 M420,Unknown,1366,768
921,HP,Ultrabook,15.6,8,Windows 10,1.84,1296.99,256.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,AMD,Radeon R7 M365X,Full HD,1920,1080
922,HP,Ultrabook,13.3,8,Windows 10,1.39,1149.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Quad HD+ / Touchscreen,3200,1800
923,Toshiba,Notebook,15.6,16,Windows 10,2.4,1975.0,256.0,0.0,0.0,0.0,Intel,Core i7 6600U,2.6,Nvidia,GeForce 930M,IPS Panel Full HD,1920,1080
924,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1825.0,512.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
925,Dell,Notebook,15.6,4,Windows 10,1.95,729.9,0.0,500.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
926,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1650.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
927,HP,Notebook,15.6,8,Windows 10,2.31,1165.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
928,Dell,Notebook,15.6,4,Windows 10,2.18,708.06,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
929,HP,Notebook,14.0,4,Windows 10,1.95,1149.0,0.0,500.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
930,Lenovo,Notebook,15.6,4,Windows 10,2.2,309.0,0.0,1024.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Intel,HD Graphics 505,Unknown,1366,768
931,HP,Ultrabook,12.5,4,Windows 10,1.26,1579.0,0.0,500.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
932,HP,Notebook,15.6,4,No OS,1.86,288.9,0.0,1024.0,0.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
933,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,1799.0,1024.0,0.0,0.0,0.0,Intel,Core i7 6560U,2.2,Intel,Iris Graphics 540,IPS Panel Quad HD+ / Touchscreen,3200,1800
934,Toshiba,Notebook,14.0,4,Windows 10,1.47,1105.0,128.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,IPS Panel Full HD,1920,1080
935,HP,Netbook,12.5,8,Windows 10,1.26,1669.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
936,Dell,Notebook,15.6,4,Windows 10,2.18,558.6,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
937,MSI,Gaming,15.6,8,Windows 10,2.2,1199.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
938,Dell,Ultrabook,14.0,8,Windows 10,1.36,1639.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
939,Dell,Gaming,17.3,16,Windows 10,4.36,2758.0,512.0,1024.0,0.0,0.0,Intel,Core i7 6820HK,2.7,Nvidia,GeForce GTX 1080,Unknown,2560,1440
940,HP,Gaming,17.3,8,Windows 10,2.75,1399.0,128.0,1024.0,0.0,0.0,Intel,Core i5 6300HQ,2.3,Nvidia,GeForce GTX 965M,IPS Panel Full HD,1920,1080
941,Asus,Notebook,17.3,4,Windows 10,2.8,530.0,0.0,1024.0,0.0,0.0,Intel,Pentium Quad Core N3710,1.6,Nvidia,GeForce 920MX,Unknown,1600,900
942,Acer,Notebook,15.6,4,Windows 10,2.23,619.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
943,Toshiba,Notebook,15.6,8,Windows 10,2.2,1119.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
944,Lenovo,2 in 1 Convertible,11.3,8,Windows 10,1.1,1299.0,256.0,0.0,0.0,0.0,Intel,Core M m7-6Y75,1.2,Intel,HD Graphics 515,IPS Panel Full HD / Touchscreen,1920,1080
945,Lenovo,Gaming,15.6,16,Windows 10,2.5,999.0,512.0,1024.0,0.0,0.0,AMD,FX 8800P,2.1,AMD,Radeon R9 M385,IPS Panel Full HD,1920,1080
946,Dell,Ultrabook,12.5,8,Windows 10,1.36,1472.2,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics,Full HD / Touchscreen,1920,1080
947,Lenovo,Notebook,15.6,8,No OS,2.2,685.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 920MX,Full HD,1920,1080
948,Dell,Notebook,17.3,4,Windows 10,2.36,659.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon R7 M445,Unknown,1600,900
949,Acer,Notebook,14.0,4,Chrome OS,1.68,349.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
950,HP,Workstation,15.6,8,Windows 10,2.0,2249.0,8.0,0.0,0.0,0.0,Intel,Core i7 6820HQ,2.7,Nvidia,Quadro M1000M,IPS Panel Full HD,1920,1080
951,Dell,Ultrabook,14.0,8,Windows 10,1.36,1775.0,256.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Intel,HD Graphics 620,Full HD,1920,1080
952,Toshiba,Notebook,13.3,8,Windows 7,1.2,1460.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
953,Asus,2 in 1 Convertible,12.5,8,Chrome OS,1.2,1159.0,0.0,0.0,64.0,0.0,Intel,Core M M7-6Y75,1.2,Intel,HD Graphics 515,Full HD,1920,1080
954,Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1488.99,256.0,0.0,0.0,0.0,Intel,Core i7 6600U,2.6,Intel,HD Graphics 520,IPS Panel Full HD,1920,1080
955,Dell,Gaming,17.3,16,Windows 10,4.36,3154.0,512.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,IPS Panel 4K Ultra HD,3840,2160
956,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,1899.0,256.0,0.0,0.0,0.0,Intel,Core i5 7Y54,1.2,Intel,HD Graphics 615,Full HD / Touchscreen,1920,1080
957,HP,2 in 1 Convertible,11.6,4,Windows 10,1.45,775.0,256.0,0.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Intel,HD Graphics 505,Touchscreen,1366,768
958,Dell,Ultrabook,13.3,8,Windows 10,1.3,1268.0,256.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,Quad HD+,3200,1800
959,Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,389.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,IPS Panel Touchscreen,1366,768
960,Toshiba,Notebook,13.3,8,Windows 10,1.2,1535.0,256.0,0.0,0.0,0.0,Intel,Core i5 6300U,2.4,Intel,HD Graphics 520,Full HD,1920,1080
961,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1760.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
962,Acer,Notebook,15.6,12,Windows 10,2.4,1009.0,128.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce GTX 950M,Full HD,1920,1080
963,Toshiba,Ultrabook,12.5,8,Windows 10,1.1,1790.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
964,HP,Notebook,15.6,8,Windows 10,2.04,846.5,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 930MX,Unknown,1366,768
965,Dell,Notebook,15.6,4,Linux,2.25,465.62,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M430,Unknown,1366,768
966,Dell,Notebook,15.6,4,Windows 10,1.9,825.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
967,HP,Notebook,15.6,4,Windows 10,2.04,685.0,0.0,500.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Full HD,1920,1080
968,Dell,Gaming,17.3,32,Windows 10,4.42,3149.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,IPS Panel Full HD,1920,1080
969,Lenovo,Notebook,15.6,6,Windows 10,2.4,695.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 920MX,Full HD,1920,1080
970,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,1899.0,512.0,0.0,0.0,0.0,Intel,Core i7 7Y75,1.3,Intel,HD Graphics 615,Quad HD+ / Touchscreen,3200,1800
971,Dell,Ultrabook,14.0,8,Windows 10,1.5,1962.98,256.0,0.0,0.0,0.0,Intel,Core i7 6600U,2.6,Intel,HD Graphics 520,Touchscreen,2560,1440
972,Dell,Gaming,17.3,32,Windows 10,4.42,2800.0,256.0,1024.0,0.0,0.0,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 1070,Full HD,1920,1080
973,Toshiba,Notebook,14.0,8,Windows 10,1.95,1180.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
974,Asus,Gaming,17.3,16,Windows 10,2.73,2049.9,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,Full HD,1920,1080
975,HP,Notebook,15.6,8,Windows 10,2.04,979.0,128.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.7,Nvidia,GeForce 930MX,IPS Panel Full HD,1920,1080
976,Lenovo,Notebook,14.0,4,Windows 7,1.7,1002.0,0.0,0.0,0.0,508.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
977,Asus,2 in 1 Convertible,15.6,16,Windows 10,2.3,1799.0,512.0,2048.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce GTX 950M,4K Ultra HD / Touchscreen,3840,2160
978,HP,Notebook,15.6,6,Windows 10,2.04,579.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Unknown,1366,768
979,Asus,Gaming,17.3,16,Windows 10,2.99,1749.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
980,Dell,2 in 1 Convertible,15.6,12,Windows 10,2.19,1299.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
981,Toshiba,Notebook,13.3,4,Windows 7,1.2,1195.0,128.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
982,Lenovo,Notebook,15.6,6,Windows 10,2.2,549.0,256.0,0.0,0.0,0.0,AMD,A12-Series 9720P,3.6,AMD,Radeon 530,Full HD,1920,1080
983,Fujitsu,Notebook,15.6,4,Windows 10,2.3,649.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
984,Toshiba,Notebook,14.0,4,Windows 10,1.75,915.0,0.0,500.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
985,Dell,Notebook,15.6,4,Windows 10,2.25,599.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,Radeon R5 M430,Unknown,1366,768
986,HP,Notebook,15.6,8,Windows 10,2.04,806.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
987,Lenovo,Gaming,15.6,8,Windows 10,2.5,1189.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
988,Dell,Notebook,15.6,8,Windows 10,2.36,749.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,AMD,Radeon R7 M445,Unknown,1366,768
989,Dell,Notebook,14.0,8,Windows 10,1.6,1119.0,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620 ,Full HD,1920,1080
990,HP,Netbook,12.5,8,Windows 10,0.97,1908.0,512.0,0.0,0.0,0.0,Intel,Core M 6Y75,1.2,Intel,HD Graphics 515,Full HD,1920,1080
991,HP,Notebook,15.6,4,Windows 10,2.1,499.0,128.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon 520,Full HD,1920,1080
992,Lenovo,Notebook,15.6,4,No OS,1.9,270.62,128.0,0.0,0.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
993,Lenovo,Notebook,15.6,8,Windows 10,2.3,1349.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
994,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.68,889.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
995,Asus,Notebook,13.3,8,Windows 10,1.4,1150.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Quad HD+,3200,1800
996,HP,Ultrabook,13.3,8,Windows 10,1.11,1349.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
997,Acer,Notebook,15.6,4,Windows 10,2.4,380.0,0.0,500.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Intel,HD Graphics 505,Unknown,1366,768
998,Asus,Gaming,15.6,16,Windows 10,2.5,1799.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Full HD,1920,1080
999,HP,Ultrabook,14.0,8,Windows 10,1.48,2089.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
1000,Acer,Gaming,15.6,8,Windows 10,2.7,1260.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,IPS Panel Full HD,1920,1080
1001,HP,Notebook,13.3,8,Windows 10,1.34,1189.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
1002,Dell,Notebook,15.6,4,Windows 10,2.18,547.0,128.0,0.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Unknown,1366,768
1003,HP,Notebook,14.0,4,Windows 10,1.64,779.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
1004,Toshiba,Notebook,13.3,4,Windows 10,1.2,1195.0,128.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
1005,HP,Notebook,14.0,4,Windows 10,1.48,1099.99,256.0,0.0,0.0,0.0,Intel,Core i5 6300U,2.4,Intel,HD Graphics 520,Unknown,1366,768
1006,HP,Notebook,14.0,4,Windows 10,1.95,1205.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
1007,HP,Ultrabook,14.0,8,Windows 7,1.43,1449.0,256.0,0.0,0.0,0.0,Intel,Core i7 6600U,2.6,Intel,HD Graphics 520,Full HD,1920,1080
1008,HP,Notebook,14.0,8,Windows 10,1.64,1049.26,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 930MX,Full HD,1920,1080
1009,HP,Notebook,14.0,4,Windows 10,1.64,684.0,0.0,500.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Unknown,1366,768
1010,Dell,Gaming,15.6,8,Windows 10,2.65,949.0,0.0,0.0,0.0,1024.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
1011,HP,Ultrabook,12.5,4,Windows 10,1.26,1539.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
1012,HP,Notebook,14.0,4,Windows 10,1.48,1590.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
1013,HP,Ultrabook,14.0,8,Windows 10,1.54,1887.21,256.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,Full HD,1920,1080
1014,HP,Notebook,13.3,4,Windows 10,1.49,800.0,0.0,500.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Unknown,1366,768
1015,Toshiba,Notebook,13.3,8,Windows 10,1.5,1210.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
1016,HP,Notebook,15.6,4,Windows 10,2.04,769.99,256.0,0.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Unknown,1366,768
1017,Lenovo,Notebook,17.3,16,Windows 7,2.4,2968.0,512.0,0.0,0.0,0.0,Intel,Core i7 6820HQ,2.7,Nvidia,Quadro 3000M,IPS Panel 4K Ultra HD,3840,2160
1018,Toshiba,Notebook,14.0,8,Windows 10,1.47,1490.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,IPS Panel Full HD,1920,1080
1019,HP,Notebook,14.0,8,Windows 10,1.43,2229.0,256.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,Full HD,1920,1080
1020,Dell,2 in 1 Convertible,15.6,4,Windows 10,2.08,795.99,0.0,1024.0,0.0,0.0,Intel,Core i3 6100U,2.3,Intel,HD Graphics 520,IPS Panel Full HD / Touchscreen,1920,1080
1021,Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1590.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
1022,HP,Notebook,13.3,8,Windows 10,1.11,1149.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
1023,HP,Notebook,14.0,8,Windows 10,1.64,1185.43,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 930MX,Full HD,1920,1080
